
Fracture Case
Snakebite Case
Clutch Case
Sticker | Evil Geniuses | 2020 RMR
Desert Eagle | Heirloom (Factory New)
Patch | Evil Geniuses (Gold) | Stockholm 2021
StatTrak™ PP-Bizon | Lumen (Minimal Wear)
Sticker | Dosia | London 2018
AUG | Fleet Flock (Factory New)
StatTrak™ USP-S | Torque (Battle-Scarred)
Sticker | Rock, Paper, Scissors (Foil)
Five-SeveN | Angry Mob (Well-Worn)
StatTrak™ AK-47 | Ice Coaled (Battle-Scarred)
Sticker | latto (Holo) | Rio 2022
Sticker | INS (Glitter) | Rio 2022
Desert Eagle | Blaze (Factory New)
Sticker | nitr0 (Holo) | Antwerp 2022
Souvenir Desert Eagle | Urban Rubble (Factory New)
Sticker | Virtus.Pro (Gold) | Stockholm 2021
Patch | Team Liquid (Gold) | Stockholm 2021
P90 | Schematic (Factory New)
Sticker | Flame Tier6 (Holo)
MP9 | Old Roots (Battle-Scarred)
USP-S | Orange Anolis (Factory New)
Sealed Graffiti | Recoil Galil AR (Wire Blue)
Sealed Graffiti | Recoil FAMAS (Violent Violet)
Sealed Graffiti | Recoil MAC-10 (Tiger Orange)
M4A1-S | Player Two (Factory New)
Patch | Longevity
Sealed Graffiti | Shining Star (Bazooka Pink)
Sealed Graffiti | Kiss (Violent Violet)
Sealed Graffiti | Little Crown (SWAT Blue)
Sealed Graffiti | Little Crown (Shark White)
Sealed Graffiti | Little Bock (Tracer Yellow)
MP7 | Scorched (Well-Worn)
StatTrak™ M249 | Aztec (Factory New)
Sticker | Too Old for This
MAG-7 | Bulldozer (Minimal Wear)
Souvenir PP-Bizon | Brass (Well-Worn)
Sticker | Baited (Holo)
Sticker | Tyloo (Foil) | Katowice 2019
Sticker | jkaem (Foil) | Katowice 2019
Sticker | GeT_RiGhT (Foil) | Katowice 2019
Sticker | Vitality (Foil) | Katowice 2019
Sticker | yuurih (Foil) | Katowice 2019
StatTrak™ MAC-10 | Pipe Down (Factory New)
Sticker | gla1ve | London 2018
Sticker | MIBR (Holo) | London 2018
Sticker | woxic (Foil) | London 2018
Sticker | aizy | London 2018
Sticker | coldzera | Boston 2018
Sticker | felps | Boston 2018
Sticker | gob b | Boston 2018
Sticker | allu | Krakow 2017
Sealed Graffiti | Natus Vincere | Krakow 2017
Sticker | Baited (Holo)
Sticker | Tyloo (Foil) | Katowice 2019
Sticker | jkaem (Foil) | Katowice 2019
Sticker | GeT_RiGhT (Foil) | Katowice 2019
Sticker | Vitality (Foil) | Katowice 2019
Sticker | yuurih (Foil) | Katowice 2019
StatTrak™ MAC-10 | Pipe Down (Factory New)
Sticker | gla1ve | London 2018
Sticker | MIBR (Holo) | London 2018
Sticker | woxic (Foil) | London 2018
Sticker | aizy | London 2018
Sticker | coldzera | Boston 2018
Sticker | felps | Boston 2018
Sticker | gob b | Boston 2018
Sticker | allu | Krakow 2017
Sealed Graffiti | Natus Vincere | Krakow 2017
Sticker | KRIMZ | Krakow 2017
MP9 | Airlock (Factory New)
StatTrak™ P2000 | Imperial Dragon (Battle-Scarred)
Sticker | karrigan | MLG Columbus 2016
Sticker | Flipsid3 Tactics | Cologne 2015
Sticker | Counter Logic Gaming (Foil) | Cologne 2015
Autograph Capsule | Flipsid3 Tactics | Cologne 2015
MP9 | Pandora's Box (Factory New)
StatTrak™ M4A1-S | Hyper Beast (Well-Worn)
Music Kit | Feed Me, High Noon
AUG | Radiation Hazard (Battle-Scarred)
Glock-18 | Water Elemental (Well-Worn)
MP9 | Green Plaid (Factory New)
CZ75-Auto | Tuxedo (Battle-Scarred)
StatTrak™ P2000 | Red FragCam (Well-Worn)
StatTrak™ USP-S | Dark Water (Field-Tested)
MAG-7 | Irradiated Alert (Well-Worn)
MAC-10 | Graven (Field-Tested)
M249 | Magma (Well-Worn)
StatTrak™ MP7 | Neon Ply (Well-Worn)
StatTrak™ AWP | Mortis (Well-Worn)
Sticker | FL1T (Holo) | Rio 2022
Sticker | oSee (Holo) | Antwerp 2022
Sticker | Winstrike Team | Katowice 2019
Sealed Graffiti | Puke (Frog Green)
Sticker | KRIMZ (Holo) | Rio 2022
Sticker | Sphinx (Holo)
Sticker | dumau (Holo) | Rio 2022
AK-47 | Jaguar (Minimal Wear)
Sticker | Norwi (Holo) | Antwerp 2022
Sealed Graffiti | Hop (Bazooka Pink)
MAC-10 | Last Dive (Battle-Scarred)
Sticker | Evil Geniuses (Gold) | Rio 2022
StatTrak™ Music Kit | Neck Deep, The Lowlife Pack
Sealed Graffiti | Recoil MP7 (War Pig Pink)
Sticker | isak (Holo) | Rio 2022
Sealed Graffiti | Dizzy (Frog Green)
Sealed Graffiti | Recoil MP7 (Cash Green)
Sticker | saffee (Holo) | Rio 2022
Sealed Graffiti | Fart (Bazooka Pink)
Sticker | drop (Holo) | Antwerp 2022
Sticker | v4lde (Holo) | Rio 2022
★ Bowie Knife | Gamma Doppler (Factory New)
PP-Bizon | Judgement of Anubis (Field-Tested)
Sticker | MLG (Foil) | MLG Columbus 2016
Sticker | Counter Logic Gaming | Cluj-Napoca 2015
Sealed Graffiti | Rly (Blood Red)
Sticker | Let's Roll-oll (Holo)
Souvenir Sawed-Off | Sage Spray (Factory New)
Sealed Graffiti | OMG (Cash Green)
Sticker | Team Kinguin (Foil) | Cologne 2015
StatTrak™ R8 Revolver | Llama Cannon (Minimal Wear)
Sticker | Health (Gold)
Sticker | Team Liquid (Foil) | MLG Columbus 2016
Sticker | Ace Devil (Foil)
StatTrak™ MAC-10 | Disco Tech (Field-Tested)
Souvenir AWP | Acheron (Battle-Scarred)
Sealed Graffiti | Little Bock (Dust Brown)
Souvenir AUG | Radiation Hazard (Well-Worn)
Sealed Graffiti | Recoil MAC-10 (Dust Brown)
Sticker | tonyblack | Katowice 2019
Sealed Graffiti | NT (Tracer Yellow)
Sticker | KSCERATO (Foil) | Katowice 2019
M4A4 | The Emperor (Well-Worn)
StatTrak™ FAMAS | Mecha Industries (Field-Tested)
Sticker | FASHR (Holo) | Rio 2022
Sticker | YEKINDAR (Holo) | Rio 2022
Sticker | MOUZ (Gold) | Rio 2022
Souvenir Glock-18 | Reactor (Minimal Wear)
StatTrak™ XM1014 | Quicksilver (Well-Worn)
StatTrak™ AWP | Man-o'-war (Minimal Wear)
Sticker | ropz (Gold, Champion) | Antwerp 2022
Patch | Natus Vincere (Gold) | Stockholm 2021
Sticker | Heroic (Foil) | Stockholm 2021
Sticker | FURIA (Gold) | Stockholm 2021
Sticker | Mercury Flick (Holo)
XM1014 | Blue Tire (Well-Worn)
Sealed Graffiti | Recoil CZ-75 (Shark White)
SSG 08 | Jungle Dashed (Factory New)
UMP-45 | Crime Scene (Field-Tested)
StatTrak™ M4A4 | Tooth Fairy (Battle-Scarred)
Sealed Graffiti | Choke (Shark White)
Sealed Graffiti | Broken Heart (Monarch Blue)
SCAR-20 | Stone Mosaico (Well-Worn)
StatTrak™ AUG | Momentum (Battle-Scarred)
Sticker | Summer (Foil) | Katowice 2019
Sticker | RUSH | London 2018
Sawed-Off | Devourer (Factory New)
Sticker | Friendly Fire (Holo)
Sticker | pashaBiceps (Foil) | Boston 2018
Sticker | stanislaw | Boston 2018
Sticker | markeloff | Boston 2018
Sticker | BIG (Holo) | Krakow 2017
SSG 08 | Dragonfire (Battle-Scarred)
Sticker | Basilisk (Foil)
Autograph Capsule | Team EnVyUs | Cologne 2016
StatTrak™ MAC-10 | Carnivore (Factory New)
StatTrak™ Tec-9 | Re-Entry (Field-Tested)
Sticker | Ninjas in Pyjamas (Foil) | MLG Columbus 2016
Sticker | Happy | MLG Columbus 2016
StatTrak™ G3SG1 | The Executioner (Field-Tested)
StatTrak™ Five-SeveN | Case Hardened (Minimal Wear)
Sticker | device | Cluj-Napoca 2015
Sticker | pronax | Cluj-Napoca 2015
Music Kit | Mord Fustang, Diamonds
USP-S | Kill Confirmed (Battle-Scarred)
Sticker | cajunb | Cologne 2015
Sticker | Team eBettle (Foil) | Cologne 2015
Music Kit | Skog, Metal
M4A4 | 龍王 (Dragon King) (Well-Worn)
P2000 | Fire Elemental (Factory New)
StatTrak™ Five-SeveN | Fowl Play (Battle-Scarred)
P2000 | Coach Class (Field-Tested)
Souvenir Dual Berettas | Contractor (Field-Tested)
XM1014 | Heaven Guard (Factory New)
StatTrak™ PP-Bizon | Antique (Field-Tested)
StatTrak™ CZ75-Auto | Tread Plate (Minimal Wear)
G3SG1 | Arctic Camo (Minimal Wear)
Nova | Forest Leaves (Well-Worn)
Sawed-Off | Mosaico (Field-Tested)
M249 | Jungle DDPAT (Battle-Scarred)
StatTrak™ P250 | Verdigris (Well-Worn)
MAC-10 | Aloha (Battle-Scarred)
Sealed Graffiti | OMG (Dust Brown)
Galil AR | Shattered (Battle-Scarred)
Sticker | No Time
Sticker | Calyx (Gold) | Antwerp 2022
Sticker | mezii (Holo) | Rio 2022
Sticker | Fnatic (Gold) | Rio 2022
StatTrak™ MP7 | Abyssal Apparition (Field-Tested)
★ Moto Gloves | Transport (Field-Tested)
Souvenir Negev | Nuclear Waste (Well-Worn)
Autograph Capsule | G2 Esports | Atlanta 2017
AK-47 | Vulcan (Battle-Scarred)
Sticker | zorte (Gold) | Antwerp 2022
PP-Bizon | Osiris (Well-Worn)
Sawed-Off | Devourer (Battle-Scarred)
StatTrak™ Tec-9 | Avalanche (Minimal Wear)
StatTrak™ PP-Bizon | High Roller (Field-Tested)
XM1014 | Entombed (Battle-Scarred)
Sticker | v4lde | London 2018
StatTrak™ MAC-10 | Whitefish (Factory New)
Autograph Capsule | Natus Vincere | Cologne 2015
Sticker | Move It
StatTrak™ MAC-10 | Tatter (Factory New)
USP-S | Stainless (Well-Worn)
Sealed Graffiti | Cerberus
StatTrak™ MP9 | Food Chain (Minimal Wear)
Sticker | Twistzz (Holo) | Antwerp 2022
Sticker | chelo (Gold) | Antwerp 2022
StatTrak™ Sawed-Off | Kiss♥Love (Minimal Wear)
Phoenix Pin
StatTrak™ CZ75-Auto | Vendetta (Factory New)
StatTrak™ FAMAS | Mecha Industries (Factory New)
StatTrak™ MAG-7 | Firestarter (Well-Worn)
StatTrak™ M4A1-S | Player Two (Field-Tested)
StatTrak™ G3SG1 | Stinger (Minimal Wear)
Sticker | ropz (Foil) | London 2018
Sticker | gla1ve | Krakow 2017
Music Kit | Sean Murray, A*D*8
AK-47 | Fuel Injector (Field-Tested)
Sticker | TACO | London 2018
Sticker | sjuush (Gold) | Antwerp 2022
AK-47 | Red Laminate (Well-Worn)
Sticker | The Awper
StatTrak™ Dual Berettas | Dezastre (Battle-Scarred)
StatTrak™ P90 | Traction (Factory New)
Sticker | Grayhound Gaming (Gold) | Rio 2022
Sticker | Snax | Cluj-Napoca 2015
Dual Berettas | Twin Turbo (Well-Worn)
Sticker | kabal (Holo) | Antwerp 2022
CZ75-Auto | Yellow Jacket (Factory New)
StatTrak™ Dual Berettas | Hemoglobin (Factory New)
Sealed Graffiti | Kiss (Tiger Orange)
MP9 | Green Plaid (Well-Worn)
Souvenir AWP | Acheron (Minimal Wear)
Sticker | FlameZ (Holo) | Rio 2022
Sticker | FalleN (Holo) | Rio 2022
Sticker | f0rest (Foil) | London 2018
Dual Berettas | Retribution (Field-Tested)
Sticker | Brollan (Gold) | Antwerp 2022
Sticker | Norwi (Gold) | Antwerp 2022
Sticker | electronic (Holo) | Antwerp 2022
Souvenir FAMAS | Dark Water (Minimal Wear)
Sealed Graffiti | BOOM (Shark White)
Sealed Graffiti | Little Bock (SWAT Blue)
Sealed Graffiti | Smarmy (Jungle Green)
Sealed Graffiti | Smarmy (Brick Red)
Sawed-Off | Jungle Thicket (Well-Worn)
Sticker | Door Stuck (Foil)
Sticker | HellRaisers (Foil) | London 2018
Sticker | coldzera (Foil) | London 2018
Sticker | KRIMZ (Foil) | London 2018
Sealed Graffiti | Team Liquid | London 2018
Sticker | sdy | London 2018
Sticker | coldzera | London 2018
★ Hydra Gloves | Emerald (Field-Tested)
AWP | Pink DDPAT (Minimal Wear)
Sticker | ropz | Boston 2018
Sticker | Kvik | Boston 2018
M4A4 | Hellfire (Minimal Wear)
Souvenir Glock-18 | Reactor (Battle-Scarred)
Sticker | Natus Vincere (Holo) | Atlanta 2017
Sealed Graffiti | OpTic Gaming | Atlanta 2017
Sticker | ESL (Foil) | Cologne 2016
StatTrak™ FAMAS | Djinn (Minimal Wear)
Souvenir Negev | CaliCamo (Battle-Scarred)
MLG Columbus 2016 Cache Souvenir Package
Sticker | Flipsid3 Tactics (Holo) | MLG Columbus 2016
Sticker | Natus Vincere (Foil) | MLG Columbus 2016
Autograph Capsule | Fnatic | MLG Columbus 2016
Autograph Capsule | Virtus.Pro | MLG Columbus 2016
DreamHack Cluj-Napoca 2015 Train Souvenir Package
Autograph Capsule | Virtus.Pro | Cologne 2015
Sticker | Epsilon eSports (Holo) | Cologne 2014
Sticker | Cloud9 (Holo) | Cologne 2014
MAC-10 | Commuter (Well-Worn)
MP7 | Gunsmoke (Well-Worn)
MP7 | Gunsmoke (Battle-Scarred)
StatTrak™ USP-S | Overgrowth (Field-Tested)
SG 553 | Wave Spray (Battle-Scarred)
P90 | Scorched (Well-Worn)
Five-SeveN | Nightshade (Battle-Scarred)
Sticker | flusha | Cologne 2016
Sticker | Ork Waaagh!
Souvenir Glock-18 | Pink DDPAT (Minimal Wear)
StatTrak™ MAC-10 | Lapis Gator (Well-Worn)
Copper Lambda Pin
Sticker | Xyp9x | Cologne 2015
Souvenir AUG | Sand Storm (Field-Tested)
Sticker | broky (Holo) | Rio 2022
Sealed Graffiti | Oops (Blood Red)
StatTrak™ Sawed-Off | Wasteland Princess (Field-Tested)
Sticker | Hobbit | Boston 2018
SSG 08 | Sand Dune (Well-Worn)
Sticker | HellRaisers (Holo) | London 2018
Sticker | Xizt (Foil) | Katowice 2019
StatTrak™ XM1014 | Red Python (Minimal Wear)
StatTrak™ MP7 | Nemesis (Minimal Wear)
Music Kit | Beartooth, Disgusting
Sticker | tabseN (Holo) | Rio 2022
Sticker | fame (Holo) | Rio 2022
StatTrak™ Galil AR | Chromatic Aberration (Minimal Wear)
M4A1-S | Control Panel (Minimal Wear)
MAC-10 | Nuclear Garden (Field-Tested)
Souvenir UMP-45 | Mechanism (Well-Worn)
StatTrak™ Desert Eagle | Naga (Factory New)
Souvenir XM1014 | Ancient Lore (Factory New)
Sealed Graffiti | Oops (Violent Violet)
StatTrak™ MP7 | Abyssal Apparition (Battle-Scarred)
StatTrak™ SG 553 | Tiger Moth (Factory New)
UMP-45 | Fallout Warning (Minimal Wear)
StatTrak™ M249 | Nebula Crusader (Battle-Scarred)
Sticker | ISSAA (Foil) | Katowice 2019
Nova | Clear Polymer (Factory New)
P90 | Sunset Lily (Field-Tested)
Sealed Graffiti | Howling Dawn
Dual Berettas | Dezastre (Well-Worn)
SCAR-20 | Crimson Web (Well-Worn)
StatTrak™ Music Kit | Tree Adams and Ben Bromfield, M.U.D.D. FORCE
Five-SeveN | Angry Mob (Minimal Wear)
Nova | Interlock (Factory New)
Sticker | Hobbit | London 2018
Sticker | Luminosity Gaming (Foil) | Cologne 2015
StatTrak™ AUG | Death by Puppy (Minimal Wear)
StatTrak™ MAG-7 | Justice (Field-Tested)
Sealed Graffiti | Little Crown (Dust Brown)
AUG | Random Access (Battle-Scarred)
Sealed Graffiti | mousesports | Atlanta 2017
StatTrak™ MAG-7 | Praetorian (Factory New)
Sticker | twist | Atlanta 2017
Sticker | B1ad3 | Boston 2018
Sticker | interz (Holo) | Rio 2022
Katowice 2019 Mirage Souvenir Package
USP-S | Printstream (Battle-Scarred)
Souvenir SSG 08 | Hand Brake (Field-Tested)
Sticker | Tuurtle (Gold) | Antwerp 2022
Sticker | Team Liquid (Gold) | Antwerp 2022
Sticker | Xyp9x (Gold) | Antwerp 2022
Sticker | interz (Holo) | Antwerp 2022
StatTrak™ Five-SeveN | Triumvirate (Factory New)
StatTrak™ Nova | Rising Skull (Field-Tested)
Sealed Graffiti | Little Crown (Tiger Orange)
Patch | Copenhagen Flames (Gold) | Stockholm 2021
Sealed Graffiti | NT (Monster Purple)
Sealed Graffiti | Shining Star (War Pig Pink)
Souvenir MAC-10 | Nuclear Garden (Minimal Wear)
Sticker | NBK- (Foil) | Katowice 2019
Sticker | Fnatic (Foil) | Katowice 2019
Sticker | Hobbit (Foil) | Katowice 2019
Sticker | ANGE1 (Foil) | Katowice 2019
Sticker | Freeman | Katowice 2019
Sticker | oskar (Foil) | London 2018
Sticker | Space Soldiers (Foil) | London 2018
Sticker | ngiN | London 2018
Sticker | DavCost | London 2018
Sticker | DD | London 2018
Sticker | AmaNEk | Boston 2018
Sticker | ngiN | Boston 2018
Sticker | Skadoodle | Boston 2018
Sticker | Xyp9x | Krakow 2017
Sticker | nex | Krakow 2017
Sticker | mir | Krakow 2017
SSG 08 | Death's Head (Factory New)
Sealed Graffiti | FaZe Clan | Atlanta 2017
StatTrak™ Nova | Exo (Battle-Scarred)
Sticker | Xizt | Cluj-Napoca 2015
Autograph Capsule | G2 Esports | Cluj-Napoca 2015
Autograph Capsule | Vexed Gaming | Cluj-Napoca 2015
Sticker | FNS (Foil) | Cologne 2015
Sticker | Counter Logic Gaming | Cologne 2015
Sticker | pashaBiceps | Cologne 2015
Sticker | friberg | Cologne 2015
Dual Berettas | Moon in Libra (Field-Tested)
Sticker | Baaa-ckstabber!
Sticker | 3DMAX | Katowice 2015
SCAR-20 | Cardiac (Battle-Scarred)
MP7 | Gunsmoke (Minimal Wear)
P2000 | Chainmail (Minimal Wear)
Galil AR | Kami (Well-Worn)
MAC-10 | Curse (Field-Tested)
Dual Berettas | Panther (Battle-Scarred)
StatTrak™ Dual Berettas | Black Limba (Battle-Scarred)
Sawed-Off | Orange DDPAT (Minimal Wear)
M4A4 | Jungle Tiger (Battle-Scarred)
StatTrak™ M4A1-S | Briefing (Battle-Scarred)
Dual Berettas | Black Limba (Minimal Wear)
Sticker | Bullet Rain (Foil)
Sealed Graffiti | Goofy (Wire Blue)
Sticker | BukAWP
Sticker | IHC Esports (Gold) | Rio 2022
StatTrak™ XM1014 | XOXO (Field-Tested)
Patch | Meal Time
StatTrak™ XM1014 | Watchdog (Minimal Wear)
Sticker | VINI (Holo) | Rio 2022
★ Driver Gloves | Racing Green (Field-Tested)
AUG | Stymphalian (Battle-Scarred)
Souvenir AWP | Pink DDPAT (Field-Tested)
Sticker | friberg | Cologne 2016
StatTrak™ Glock-18 | Water Elemental (Battle-Scarred)
Patch | Dead Men
Sealed Graffiti | Dizzy (Princess Pink)
Sealed Graffiti | Smarmy (Desert Amber)
Sealed Graffiti | OMG (Tiger Orange)
Sticker | KSCERATO (Holo) | Rio 2022
PP-Bizon | Judgement of Anubis (Well-Worn)
StatTrak™ Sawed-Off | Serenity (Minimal Wear)
Sticker | floppy (Gold) | Antwerp 2022
Sticker | Let's Roll-oll
Sticker | es3tag (Holo) | Rio 2022
R8 Revolver | Canal Spray (Battle-Scarred)
★ Huntsman Knife | Gamma Doppler (Factory New)
M4A1-S | Cyrex (Battle-Scarred)
AK-47 | Leet Museo (Factory New)
Sticker | mousesports (Holo) | Cologne 2016
Sticker | JOTA (Gold) | Antwerp 2022
Sticker | G2 Esports (Holo) | London 2018
StatTrak™ Tec-9 | Titanium Bit (Factory New)
UMP-45 | Gold Bismuth (Battle-Scarred)
StatTrak™ MAC-10 | Neon Rider (Factory New)
Souvenir Galil AR | Cold Fusion (Well-Worn)
Sticker | flamie | Cologne 2016
StatTrak™ P2000 | Obsidian (Field-Tested)
Sticker | NEO | Cluj-Napoca 2015
Sticker | BUDA (Holo) | Rio 2022
MAC-10 | Toybox (Field-Tested)
Glock-18 | Reactor (Battle-Scarred)
Sticker | mousesports (Holo) | Krakow 2017
Sticker | f0rest | Cologne 2016
Sticker | Team Spirit (Foil) | London 2018
M249 | Contrast Spray (Factory New)
Sawed-Off | Rust Coat (Factory New)
P250 | Facets (Minimal Wear)
StatTrak™ Five-SeveN | Fowl Play (Field-Tested)
Sticker | Krimbo (Holo) | Rio 2022
StatTrak™ SSG 08 | Parallax (Well-Worn)
Souvenir USP-S | Purple DDPAT (Well-Worn)
Sticker | tiziaN (Gold) | Antwerp 2022
Sticker | Jerry (Gold) | Antwerp 2022
Sticker | dupreeh (Gold) | Antwerp 2022
Sticker | junior (Holo) | Antwerp 2022
Souvenir MAC-10 | Nuclear Garden (Battle-Scarred)
Sticker | FL1T (Gold) | Stockholm 2021
Sticker | Renegades (Gold) | Stockholm 2021
Sticker | mousesports (Holo) | Krakow 2017
Sticker | f0rest | Cologne 2016
Sticker | Team Spirit (Foil) | London 2018
M249 | Contrast Spray (Factory New)
Sawed-Off | Rust Coat (Factory New)
P250 | Facets (Minimal Wear)
StatTrak™ Five-SeveN | Fowl Play (Field-Tested)
Sticker | Krimbo (Holo) | Rio 2022
StatTrak™ SSG 08 | Parallax (Well-Worn)
Souvenir USP-S | Purple DDPAT (Well-Worn)
Sticker | tiziaN (Gold) | Antwerp 2022
Sticker | Jerry (Gold) | Antwerp 2022
Sticker | dupreeh (Gold) | Antwerp 2022
Sticker | junior (Holo) | Antwerp 2022
Souvenir MAC-10 | Nuclear Garden (Battle-Scarred)
Sticker | FL1T (Gold) | Stockholm 2021
Sticker | Renegades (Gold) | Stockholm 2021
FAMAS | Faulty Wiring (Well-Worn)
StatTrak™ Five-SeveN | Boost Protocol (Minimal Wear)
Nova | Quick Sand (Minimal Wear)
Galil AR | Amber Fade (Minimal Wear)
Sealed Graffiti | Recoil XM1014 (Dust Brown)
Sealed Graffiti | Recoil PP-Bizon (Desert Amber)
Desert Eagle | Emerald Jörmungandr (Factory New)
SG 553 | Colony IV (Minimal Wear)
Sealed Graffiti | Smarmy (Bazooka Pink)
Sealed Graffiti | Smirk (Violent Violet)
MAC-10 | Surfwood (Battle-Scarred)
Sealed Graffiti | Little Bock (Blood Red)
Sealed Graffiti | Dizzy (Dust Brown)
Sticker | Bonehead
Sticker | Aleksib (Foil) | Katowice 2019
Sticker | KrizzeN (Foil) | Katowice 2019
Sticker | malta (Foil) | Katowice 2019
Sticker | n0rb3r7 | Katowice 2019
Sticker | AdreN (Foil) | Katowice 2019
Sticker | IEM (Foil) | Katowice 2019
Sticker | tiziaN | London 2018
Souvenir P90 | Ash Wood (Well-Worn)
Sticker | kennyS | Boston 2018
Sticker | mir | Boston 2018
Krakow 2017 Cobblestone Souvenir Package
Sticker | FaZe Clan (Foil) | Krakow 2017
StatTrak™ FAMAS | Macabre (Minimal Wear)
Atlanta 2017 Mirage Souvenir Package
Sticker | Fnatic (Holo) | Atlanta 2017
Sticker | FaZe Clan (Holo) | Atlanta 2017
Autograph Capsule | GODSENT | Atlanta 2017
Sticker | kennyS | MLG Columbus 2016
StatTrak™ Desert Eagle | Kumicho Dragon (Field-Tested)
Sticker | Xyp9x | Cluj-Napoca 2015
Sticker | Team Immunity | Cologne 2015
Autograph Capsule | Fnatic | Cologne 2015
CZ75-Auto | Yellow Jacket (Well-Worn)
Desert Eagle | Midnight Storm (Battle-Scarred)
Sticker | Vox Eminor  | Katowice 2015
Sticker | Shooting Star Return
StatTrak™ UMP-45 | Labyrinth (Well-Worn)
Dual Berettas | Retribution (Factory New)
StatTrak™ SG 553 | Wave Spray (Well-Worn)
G3SG1 | Arctic Camo (Battle-Scarred)
MAC-10 | Tornado (Battle-Scarred)
XM1014 | Urban Perforated (Well-Worn)
XM1014 | Grassland (Well-Worn)
Sticker | Double Dip (Holo)
StatTrak™ Five-SeveN | Case Hardened (Well-Worn)
Souvenir AK-47 | Safety Net (Field-Tested)
Sealed Graffiti | Question Mark (Jungle Green)
MP9 | Mount Fuji (Well-Worn)
StatTrak™ Desert Eagle | Bronze Deco (Battle-Scarred)
Sticker | sh1ro (Holo) | Rio 2022
Galil AR | Crimson Tsunami (Well-Worn)
Glock-18 | Reactor (Factory New)
StatTrak™ MP7 | Bloodsport (Factory New)
Nova | Hyper Beast (Minimal Wear)
